"Sample","Lab.ID","Class","Individual","Bundle.No.","Period","Event.ID","Priority","Selected","Comments","Loci","Sex","site","cid"
"125-5-03",264,"sample","12-106-02","125",3,"5-03",1,1,"","7",204.25,5,3
"395-115-02",756,"sample","171-105-09","395",4,"115-02",1,1,"1st envelope","7",204.25,115,2
"33-48-01",104,"sample","31-60-03","33",2,"48-01",2,1,"blonde underfur","7",204.25,48,1
"238-69-01",475,"sample","35-69-01","238",5,"69-01",1,1,"","7",250.25,69,1
"80-83-04",174,"sample","67-114-04","80",2,"83-04",2,1,"","7",204.25,83,4
"235-85-01",1110,"sample","10-86-01","235",4,"85-01",3,3,"","7",204.25,85,1
"297-82-02",581,"sample","67-114-04","297",5,"82-02",2,1,"1st envelope","7",204.25,82,2
"13-27-03",80,"sample","13-27-05","13",1,"27-03",3,1,"1st envelope","12",250.25,27,3
"121-6-7",823,"sample","276-121-04","63",6,"121-07",4,1,"","7",204.25,121,7
"231-67-02",463,"sample","25-55-01","231",4,"67-02",2,1,"1st envelope","7",204.25,67,2
"32-59-03",103,"sample","12-106-02","32",2,"59-03",3,1,"","7",204.25,59,3
"178-87-04",364,"sample","12-106-02","178",4,"87-04",3,1,"","7",204.25,87,4
"26-1-20",992,"sample","3002","242",1,"26-20",4,2,"3rd envelope","7",250.25,26,20
"399-42-03",1096,"sample","7-34-11","399",5,"42-03",1,2,"1st envelope","7",204.25,42,3
"212-119-02",425,"sample","6-87-08","212",4,"119-02",1,1,"","7",250.25,119,2
"288-101-04",566,"sample","67-114-04","288",5,"101-04",1,1,"","7",204.25,101,4
"384-36-06",739,"sample","2213","384",2,"36-06",1,1,"","7",250.25,36,6
"213-109-06",427,"sample","72-119-02","213",4,"109-06",2,1,"1st envelope","7",204.25,109,6
"99-2-7",901,"sample","12-106-02","147",2,"99-07",4,1,"1st envelope","7",204.25,99,7
"292-101-07",573,"sample","67-114-04","292",6,"101-07",3,1,"","7",204.25,101,7
"16-5-2",935,"sample","12-106-02","183",5,"16-02",4,1,"","7",204.25,16,2
"214-107-02",429,"sample","31-60-03","214",4,"107-02",1,1,"maybe not bear?","7",204.25,107,2
"303-21-08",1115,"sample","17-2-02","303",5,"21-08",2,3,"","7",204.25,21,8
"67-6-1",858,"sample","7-34-11","102",6,"67-01",4,1,"","7",204.25,67,1
"149-46-03",310,"sample","2213","149",5,"46-03",3,1,"1st envelope","7",250.25,46,3
"90-88-01",194,"sample","25-55-01","90",2,"88-01",1,1,"1st envelope","7",204.25,88,1
"385-16-01",741,"sample","13-27-05","385",2,"16-01",2,1,"1st envelope","7",250.25,16,1
"46-4-10",1019,"sample","2213","270",4,"46-10",4,2,"","7",250.25,46,10
"144-85-05",300,"sample","10-86-01","144",3,"85-05",1,1,"2nd envelope","7",204.25,85,5
"277-120-06",546,"sample","0056","277",5,"120-06",1,1,"1st envelope","7",250.25,120,6
"321-34-01",621,"sample","2213","321",6,"34-01",1,1,"","7",250.25,34,1
"171-105-09",349,"sample","171-105-09","171",4,"105-09",3,1,"","24",204.25,105,9
"120-6-1",785,"sample","67-114-04","24",6,"120-01",4,1,"1st envelope","7",204.25,120,1
"92-91-01",197,"sample","25-55-01","92",2,"91-01",1,1,"uf left, 1st envelope","7",204.25,91,1
"26-67-01",26,"sample","25-55-01","26",1,"67-01",1,1,"1st envelope","12",204.25,67,1
"256-87-03",506,"sample","72-119-02","256",5,"87-03",1,1,"","7",204.25,87,3
"29-4-2",966,"sample","45-29-01","215",4,"29-02",4,1,"","7",204.25,29,2
"88-89-02",190,"sample","25-55-01","88",2,"89-02",2,1,"","7",204.25,89,2
"122-62-06",257,"sample","12-106-02","122",5,"62-06",3,1,"","7",204.25,62,6
"369-92-01",712,"sample","67-114-04","369",6,"92-01",2,1,"","7",204.25,92,1
"220-102-01",439,"sample","133-116-01","220",4,"102-01",1,1,"1st envelope","7",204.25,102,1
"261-28-01",515,"sample","13-27-05","261",5,"28-01",1,1,"","7",250.25,28,1
"46-3-3",923,"sample","2213","171",3,"46-03",4,1,"1st envelope","7",250.25,46,3
"295-73-01",576,"sample","10-86-01","295",5,"73-01",1,1,"","7",204.25,73,1
"350-10-04",675,"sample","13-27-05","350",6,"10-04",1,1,"","7",250.25,10,4
"235-77-01",468,"sample","235-77-01","235",4,"77-01",1,1,"2nd envelope","24",250.25,77,1
"358-33-06",693,"sample","67-114-04","358",3,"33-06",3,1,"2nd envelope","7",204.25,33,6
"26-2-13",949,"sample","41-26-05","198",2,"26-13",4,1,"","7",204.25,26,13
"17-2-01",84,"sample","17-2-02","17",1,"2-01",2,1,"1st envelope","12",204.25,2,1
"72-119-04",154,"sample","6-87-08","72",2,"119-04",2,1,"1st envelope","24",250.25,119,4
"26-33-04",93,"sample","7-34-11","26",5,"33-04",2,1,"","9",204.25,33,4
"3-14-02",69,"sample","2213","3",1,"14-02",2,1,"","10",250.25,14,2
"361-41-05",698,"sample","361-41-05","361",6,"41-05",2,1,"","24",250.25,41,5
"226-95-02",452,"sample","31-60-03","226",4,"95-02",2,2,"","7",204.25,95,2
"207-106-03",1063,"sample","10-86-01","207",4,"106-03",3,2,"1st envelope","7",204.25,106,3
"224-72-08",450,"sample","2213","224",4,"72-08",3,1,"1st envelope","7",250.25,72,8
"356-53-05",688,"sample","17-2-02","356",6,"53-05",2,1,"","7",204.25,53,5
"56-2-8",998,"sample","25-55-01","248",2,"56-08",4,2,"","7",204.25,56,8
"355-91-01",685,"sample","25-55-01","355",6,"91-01",2,1,"","7",204.25,91,1
"89-67-02",192,"sample","25-55-01","89",2,"67-02",1,1,"1st envelope","7",204.25,67,2
"191-5-02",388,"sample","12-106-02","191",4,"5-02",1,1,"","7",204.25,5,2
"318-59-03",615,"sample","12-106-02","318",6,"59-03",2,1,"","7",204.25,59,3
"87-77-05",188,"sample","25-55-01","87",2,"77-05",1,1,"","7",204.25,77,5
"172-34-09",351,"sample","7-34-11","172",4,"34-09",2,1,"","7",204.25,34,9
"53-74-01",53,"sample","10-86-01","53",2,"74-01",1,1,"","12",204.25,74,1
"1-4-3",812,"sample","12-106-02","52",4,"3-Jan",4,1,"","7",204.25,3,NA
"335-38-02",647,"sample","13-27-05","335",6,"38-02",2,1,"","7",250.25,38,2
"365-14-06",705,"sample","2213","365",3,"14-06",3,1,"1st envelope","7",250.25,14,6
"239-14-05",478,"sample","2213","239",2,"14-05",3,1,"1st envelope","7",250.25,14,5
"119-27-06",250,"sample","12-106-02","119",3,"27-06",2,1,"","7",204.25,27,6
"61-22-02",61,"sample","31-60-03","61",2,"22-02",1,1,"1st envelope","11",204.25,22,2
"353-78-01",680,"sample","7-34-11","353",6,"78-01",1,1,"1st envelope","7",204.25,78,1
"19-50-05",86,"sample","19-50-05","19",4,"50-05",3,1,"","9",250.25,50,5
"10-86-01",10,"sample","10-86-01","10",1,"86-01",1,1,"","24",204.25,86,1
"86-4-3",764,"sample","13-27-05","1",4,"86-03",4,1,"1st envelope","7",250.25,86,3
"10-2-9",857,"sample","13-27-05","101",2,"9-Oct",4,1,"","7",250.25,9,NA
"94-71-01",1104,"sample","31-60-03","94",3,"71-01",2,3,"1st envelope","7",204.25,71,1
"11-3-8",1026,"sample","12-106-02","277",3,"8-Nov",4,2,"","7",204.25,8,NA
"251-5-03",498,"sample","12-106-02","251",5,"5-03",1,1,"1st envelope","7",204.25,5,3
"291-39-03",570,"sample","13-27-05","291",6,"39-03",2,1,"","8",250.25,39,3
"263-49-03",519,"sample","13-27-05","263",5,"49-03",1,1,"1st envelope","7",250.25,49,3
"131-103-04",274,"sample","131-103-04","131",3,"103-04",1,1,"","24",204.25,103,4
"395-62-07",757,"sample","10-86-01","395",2,"62-07",3,1,"","7",204.25,62,7
"302-41-06",590,"sample","25-55-01","302",5,"41-06",2,1,"envelope says 41-16","7",204.25,41,6
"10-2-5",844,"sample","13-27-05","86",2,"5-Oct",4,1,"","7",250.25,5,NA
"317-71-05",612,"sample","317-71-05","317",6,"71-05",1,1,"","24",204.25,71,5
"98-57-02",211,"sample","35-69-01","98",3,"57-02",2,1,"","7",250.25,57,2
"194-16-03",392,"sample","13-27-05","194",4,"16-03",1,1,"","7",250.25,16,3
"109-3-4",814,"sample","72-119-02","54",3,"109-04",4,1,"","16",204.25,109,4
"201-121-02",405,"sample","30-120-03","201",4,"121-02",2,1,"2nd envelope","7",250.25,121,2
"113-86-01",236,"sample","12-106-02","113",3,"86-01",1,1,"","7",204.25,86,1
"225-94-03",451,"sample","67-114-04","225",4,"94-03",2,1,"3rd envelope","7",204.25,94,3
"309-67-02",602,"sample","7-34-11","309",5,"67-02",3,1,"","7",204.25,67,2
"71-108-01",151,"sample","67-114-04","71",2,"108-01",1,1,"1st envelope","7",204.25,108,1
"304-53-01",593,"sample","24-66-03","304",5,"53-01",1,1,"","7",204.25,53,1
"64-4-4",976,"sample","6-87-08","226",4,"64-04",4,1,"","7",250.25,64,4
"123-2-04",259,"sample","12-106-02","123",3,"2-04",2,1,"","7",204.25,2,4
"201-108-02",1061,"sample","135-108-03","201",3,"108-02",3,2,"","7",250.25,108,2
"367-61-02",707,"sample","19-50-05","367",6,"61-02",1,1,"","7",250.25,61,2
"368-93-02",709,"sample","67-114-04","368",6,"93-02",2,NA,"2nd envelope","7",204.25,93,2
"293-117-02",574,"sample","10-86-01","293",5,"117-02",1,1,"","7",204.25,117,2
"104-25-01",224,"sample","2213","104",3,"25-01",3,1,"","8",250.25,25,1
"271-1-02",534,"sample","12-106-02","271",5,"1-02",1,1,"","7",204.25,1,2
"306-91-05",597,"sample","7-34-11","306",5,"91-05",3,1,"1st envelope","7",204.25,91,5
"147-94-02",306,"sample","67-114-04","147",3,"94-02",1,1,"2nd envelope","7",204.25,94,2
"30-91-01",30,"sample","30-91-01","30",1,"91-01",1,1,"1st envelope","24",204.25,91,1
"296-94-01",1114,"sample","67-114-04","296",5,"94-01",2,3,"","7",204.25,94,1
"266-86-02",525,"sample","12-106-02","266",5,"86-02",2,1,"","7",204.25,86,2
"283-98-02",558,"sample","12-106-02","283",5,"98-02",2,1,"","7",204.25,98,2
"45-5-1",940,"sample","35-69-01","188",5,"45-01",4,1,"","7",250.25,45,1
"136-98-01",287,"sample","47-64-04","136",3,"98-01",3,1,"","7",250.25,98,1
"130-114-01",271,"sample","67-114-04","130",3,"114-01",1,1,"1st envelope","7",204.25,114,1
"279-104-03",551,"sample","0056","279",5,"104-03",2,1,"","7",250.25,104,3
"59-11-04",133,"sample","13-27-05","59",2,"11-04",2,1,"","7",250.25,11,4
"281-113-03",556,"sample","133-116-01","281",5,"113-03",2,1,"","7",204.25,113,3
"116-62-01",242,"sample","12-106-02","116",3,"62-01",1,1,"","7",204.25,62,1
"289-100-01",567,"sample","7-34-11","289",5,"100-01",1,1,"1st envelope","7",204.25,100,1
"229-66-03",459,"sample","25-55-01","229",4,"66-03",2,1,"","7",204.25,66,3
"98-2-4",882,"sample","12-106-02","127",2,"98-04",4,1,"1st envelope","7",204.25,98,4
"180-38-03",367,"sample","13-27-05","180",4,"38-03",1,1,"2nd envelope","7",250.25,38,3
"219-92-02",436,"sample","67-114-04","219",4,"92-02",1,1,"","7",204.25,92,2
"89-5-5",964,"sample","7-34-11","213",5,"89-05",4,1,"1st envelope","7",204.25,89,5
"298-83-02",582,"sample","67-114-04","298",5,"83-02",1,1,"","7",204.25,83,2
"139-93-01",291,"sample","30-120-03","139",3,"93-01",1,1,"coarse underfur, 1st envelope","7",250.25,93,1
"221-100-01",442,"sample","7-34-11","221",4,"100-01",1,1,"coarse underfur","7",204.25,100,1
"239-57-01",476,"sample","35-69-01","239",5,"57-01",1,1,"1st envelope","7",250.25,57,1
"101-15-02",218,"sample","13-27-05","101",3,"15-02",1,1,"","7",250.25,15,2
"349-55-03",674,"sample","7-34-11","349",5,"55-03",2,1,"","7",204.25,55,3
"18-8-03",18,"sample","17-2-02","18",1,"8-03",1,1,"2nd envelope","11",204.25,8,3
"397-108-03",760,"sample","6-87-08","397",5,"108-03",1,1,"","7",250.25,108,3
"128-16-02",269,"sample","13-27-05","128",3,"16-02",1,1,"","7",250.25,16,2
"373-99-02",720,"sample","13-27-05","373",6,"99-02",2,1,"","7",250.25,99,2
"286-99-04",562,"sample","6-87-08","286",5,"99-04",1,1,"1st envelope","7",250.25,99,4
"111-103-02",1044,"sample","0056","111",4,"103-02",3,2,"2nd envelope","7",250.25,103,2
"86-6-1",1005,"sample","13-27-05","255",6,"86-01",4,2,"","7",250.25,86,1
"46-87-04",46,"sample","10-86-01","46",2,"87-04",1,1,"","12",204.25,87,4
"223-73-02",447,"sample","10-86-01","223",4,"73-02",1,1,"","7",204.25,73,2
"237-55-04",473,"sample","7-34-11","237",4,"55-04",1,1,"","7",204.25,55,4
"45-29-01",45,"sample","45-29-01","45",2,"29-01",1,1,"2nd envelope","24",204.25,29,1
"275-105-01",543,"sample","171-105-09","275",5,"105-01",1,1,"","7",204.25,105,1
"152-89-01",312,"sample","25-55-01","152",3,"89-01",1,1,"2nd envelope","7",204.25,89,1
"18-2-1",947,"sample","56-28-01","196",2,"18-01",4,1,"","7",204.25,18,1
"36-57-01",36,"sample","35-69-01","36",2,"57-01",1,1,"","12",250.25,57,1
"179-52-01",365,"sample","47-64-04","179",4,"52-01",1,1,"","7",250.25,52,1
"12-62-04",12,"sample","10-86-01","12",1,"62-04",1,1,"","12",204.25,62,4
"267-75-04",1071,"sample","12-106-02","267",5,"75-04",2,2,"","7",204.25,75,4
"143-73-02",298,"sample","10-86-01","143",3,"73-02",2,1,"coarse underfur","7",204.25,73,2
"55-49-01",55,"sample","31-60-03","55",2,"49-01",1,1,"","12",204.25,49,1
"292-107-01",571,"sample","10-86-01","292",5,"107-01",1,1,"","7",204.25,107,1
"258-29-01",510,"sample","45-29-01","258",5,"29-01",1,1,"","7",204.25,29,1
"232-91-02",464,"sample","25-55-01","232",4,"91-02",1,1,"91-1 is in this bundle","7",204.25,91,2
"211-99-01",423,"sample","6-87-08","211",4,"99-01",1,1,"2nd envelope","7",250.25,99,1
"51-86-02",1037,"sample","10-86-01","51",2,"86-02",2,2,"coarse underfur","7",204.25,86,2
"85-41-02",185,"sample","25-55-01","85",2,"41-02",3,1,"1st envelope","7",204.25,41,2
"287-102-01",565,"sample","133-116-01","287",5,"102-01",1,1,"","7",204.25,102,1
"366-73-02",706,"sample","19-50-05","366",6,"73-02",2,2,"","19",250.25,73,2
"1-69-01",1,"sample","35-69-01","1",1,"69-01",1,1,"","11",250.25,69,1
"301-85-01",588,"sample","10-86-01","301",5,"85-01",1,1,"","7",204.25,85,1
"167-14-01",340,"sample","38-34-09","167",4,"14-01",3,1,"","7",204.25,14,1
"227-56-01",453,"sample","35-69-01","227",4,"56-01",2,1,"","7",250.25,56,1
"363-84-01",701,"sample","10-86-01","363",6,"84-01",1,1,"","7",204.25,84,1
"324-26-02",628,"sample","2213","324",6,"26-02",2,1,"","7",250.25,26,2
"28-89-03",1032,"sample","25-55-01","28",1,"89-03",2,2,"1st envelope","7",204.25,89,3
"50-5-5",936,"sample","19-50-05","184",5,"50-05",4,1,"","7",250.25,50,5
"216-118-02",431,"sample","31-60-03","216",4,"118-02",1,1,"1st envelope","7",204.25,118,2
"311-56-03",604,"sample","25-55-01","311",5,"56-03",2,2,"","7",204.25,56,3
"313-77-03",1116,"sample","25-55-01","313",5,"77-03",3,3,"2nd envelope","7",204.25,77,3
"56-2-2",824,"sample","25-55-01","64",2,"56-02",4,1,"1st envelope","7",204.25,56,2
"380-120-03",732,"sample","0056","380",1,"120-03",3,1,"","7",250.25,120,3
"185-114-05",377,"sample","67-114-04","185",2,"114-05",3,1,"1st envelope","7",204.25,114,5
"95-34-07",204,"sample","2213","95",3,"34-07",3,1,"","7",250.25,34,7
"245-15-04",1112,"sample","2213","245",5,"15-04",3,3,"","7",250.25,15,4
"391-42-02",750,"sample","24-66-03","391",3,"42-02",1,1,"","7",204.25,42,2
"69-4-5",821,"sample","97-69-05","61",4,"69-05",4,1,"","7",204.25,69,5
"28-3-2",872,"sample","13-27-05","117",3,"28-02",4,1,"coarse underfur, 1st envelope","7",250.25,28,2
"60-6-2",987,"sample","2213","237",6,"60-02",4,2,"","7",250.25,60,2
"354-26-16",683,"sample","2213","354",1,"26-16",3,1,"","7",250.25,26,16
"339-105-06",655,"sample","67-114-04","339",4,"105-06",2,1,"1st envelope","7",204.25,105,6
