"Sample","Lab.ID","Class","Individual","Bundle.No.","Period","Event.ID","Priority","Selected","Comments","Loci","Sex","site","cid"
"284-108-04",559,"sample","6-87-08","284",5,"108-04",1,1,"","7",250.25,108,4
"208-105-05",1109,"sample","171-105-09","208",4,"105-05",3,3,"","7",204.25,105,5
"16-5-2",935,"sample","12-106-02","183",5,"16-02",4,1,"","7",204.25,16,2
"120-5-5",869,"sample","67-114-04","114",5,"120-05",4,1,"","7",204.25,120,5
"188-18-01",382,"sample","13-27-05","188",4,"18-01",3,1,"1st envelope","7",250.25,18,1
"30-91-01",30,"sample","30-91-01","30",1,"91-01",1,1,"1st envelope","24",204.25,91,1
"296-94-01",1114,"sample","67-114-04","296",5,"94-01",2,3,"","7",204.25,94,1
"134-55-02",282,"sample","24-66-03","134",4,"55-02",3,1,"","7",204.25,55,2
"133-105-03",280,"sample","30-120-03","133",4,"105-03",3,1,"","7",250.25,105,3
"391-46-13",752,"sample","2213","391",4,"46-13",3,1,"","7",250.25,46,13
"296-94-02",578,"sample","67-114-04","296",5,"94-02",1,1,"","7",204.25,94,2
"340-5-01",657,"sample","12-106-02","340",6,"5-01",1,1,"","7",204.25,5,1
"80-83-04",174,"sample","67-114-04","80",2,"83-04",2,1,"","7",204.25,83,4
"74-3-1",909,"sample","10-86-01","156",3,"74-01",4,1,"","7",204.25,74,1
"196-23-02",395,"sample","17-2-02","196",4,"23-02",1,1,"1st envelope","7",204.25,23,2
"316-60-03",610,"sample","3002","316",6,"60-03",1,1,"","7",250.25,60,3
"178-87-04",364,"sample","12-106-02","178",4,"87-04",3,1,"","7",204.25,87,4
"137-109-02",288,"sample","72-119-02","137",3,"109-02",2,NA,"","24",204.25,109,2
"247-24-02",493,"sample","2213","247",5,"24-02",3,1,"","7",250.25,24,2
"221-100-01",442,"sample","7-34-11","221",4,"100-01",1,1,"coarse underfur","7",204.25,100,1
"234-89-04",466,"sample","25-55-01","234",4,"89-04",1,1,"1st envelope","7",204.25,89,4
"64-2-1",781,"sample","47-64-04","20",2,"64-01",4,1,"","7",250.25,64,1
"376-121-03",727,"sample","276-121-04","376",6,"121-03",3,1,"1st envelope","7",204.25,121,3
"386-72-06",1093,"sample","78-72-05","386",2,"72-06",2,2,"1st envelope","7",204.25,72,6
"120-4-2",926,"sample","120-4-2","174",4,"120-02",4,1,"1st envelope","24",204.25,120,2
"248-36-01",495,"sample","12-106-02","248",5,"36-01",2,1,"1st envelope","7",204.25,36,1
"143-73-02",298,"sample","10-86-01","143",3,"73-02",2,1,"coarse underfur","7",204.25,73,2
"157-54-01",323,"sample","24-66-03","157",3,"54-01",1,1,"","7",204.25,54,1
"96-2-12",891,"sample","0056","136",2,"96-02",4,1,"","7",250.25,96,2
"85-41-03",184,"sample","25-55-01","85",2,"41-03",2,1,"1st envelope","7",204.25,41,3
"45-29-01",45,"sample","45-29-01","45",2,"29-01",1,1,"2nd envelope","24",204.25,29,1
"252-4-04",500,"sample","12-106-02","252",5,"4-04",2,1,"","7",204.25,4,4
"282-106-04",557,"sample","31-60-03","282",5,"106-04",1,1,"not bear? small bear?","7",204.25,106,4
"325-24-02",629,"sample","2213","325",6,"24-02",1,1,"","7",250.25,24,2
"87-1-10",954,"sample","12-106-02","203",1,"86-10",4,1,"1st envelope","7",204.25,86,10
"120-4-1",942,"sample","120-4-2","190",4,"120-01",4,1,"","7",204.25,120,1
"157-34-03",324,"sample","67-114-04","157",2,"34-03",3,1,"","10",204.25,34,3
"137-109-07",1106,"sample","72-119-02","137",3,"109-07",3,3,"2nd envelope","7",204.25,109,7
"153-90-03",314,"sample","25-55-01","153",3,"90-03",1,1,"1st envelope","7",204.25,90,3
"205-15-05",413,"sample","2213","205",6,"15-05",3,1,"","7",250.25,15,5
"78-72-03",170,"sample","10-86-01","78",2,"72-03",3,1,"coarse underfur, 1st envelope","7",204.25,72,3
"22-67-06",91,"sample","25-55-01","22",2,"67-06",3,1,"2nd envelope","11",204.25,67,6
"170-36-02",1052,"sample","67-114-04","170",4,"36-02",3,2,"","7",204.25,36,2
"221-100-04",444,"sample","7-34-11","221",4,"100-04",3,1,"different ID in second spreadsheet - (10-4) (envelopes are 100-4), 2nd envelope","7",204.25,100,4
"329-99-05",635,"sample","12-106-02","329",2,"99-05",2,3,"","7",204.25,99,5
"4-4-3",852,"sample","12-106-02","94",4,"3-Apr",4,1,"","7",204.25,3,NA
"330-75-03",637,"sample","12-106-02","330",2,"75-03",3,1,"","7",204.25,75,3
"363-84-01",701,"sample","10-86-01","363",6,"84-01",1,1,"","7",204.25,84,1
"186-75-09",378,"sample","12-106-02","186",4,"75-09",1,1,"2nd envelope","7",204.25,75,9
"237-55-03",474,"sample","25-55-01","237",4,"55-03",3,1,"1st envelope","7",204.25,55,3
"236-78-03",471,"sample","25-55-01","236",4,"78-03",2,1,"1st envelope","7",204.25,78,3
"120-18-05",253,"sample","13-27-05","120",3,"18-05",3,1,"","7",250.25,18,5
"13-27-03",80,"sample","13-27-05","13",1,"27-03",3,1,"1st envelope","12",250.25,27,3
"20-120-10",87,"sample","0056","20",1,"120-10",3,1,"","12",250.25,120,10
"291-39-03",570,"sample","13-27-05","291",6,"39-03",2,1,"","8",250.25,39,3
"13-27-05",13,"sample","13-27-05","13",1,"27-05",1,1,"","24",250.25,27,5
"131-103-04",274,"sample","131-103-04","131",3,"103-04",1,1,"","24",204.25,103,4
"21-5-3",953,"sample","17-2-02","202",5,"21-03",4,1,"","7",204.25,21,3
"105-35-02",225,"sample","38-34-09","105",3,"35-02",1,1,"","7",204.25,35,2
