"Sample","Lab.ID","Class","Individual","Bundle.No.","Period","Event.ID","Priority","Selected","Comments","Loci","Sex","site","cid"
"222-85-03",446,"sample","10-86-01","222",4,"85-03",2,1,"","7",204.25,85,3
"92-91-01",197,"sample","25-55-01","92",2,"91-01",1,1,"uf left, 1st envelope","7",204.25,91,1
"17-2-01",84,"sample","17-2-02","17",1,"2-01",2,1,"1st envelope","12",204.25,2,1
"374-114-03",722,"sample","67-114-04","374",6,"114-03",2,1,"","7",204.25,114,3
"212-119-02",425,"sample","6-87-08","212",4,"119-02",1,1,"","7",250.25,119,2
"283-98-02",558,"sample","12-106-02","283",5,"98-02",2,1,"","7",204.25,98,2
"26-2-13",949,"sample","41-26-05","198",2,"26-13",4,1,"","7",204.25,26,13
"384-36-06",739,"sample","2213","384",2,"36-06",1,1,"","7",250.25,36,6
"382-88-07",737,"sample","25-55-01","382",1,"88-07",3,1,"","7",204.25,88,7
"89-4-1",849,"sample","7-34-11","91",4,"89-01",4,1,"","7",204.25,89,1
"341-4-01",661,"sample","12-106-02","341",6,"4-01",3,1,"2nd envelope","7",204.25,4,1
"60-4-13",919,"sample","67-114-04","166",4,"60-13",4,1,"","7",204.25,60,13
"180-38-03",367,"sample","13-27-05","180",4,"38-03",1,1,"2nd envelope","7",250.25,38,3
"365-85-01",704,"sample","10-86-01","365",6,"85-01",1,1,"","7",204.25,85,1
"213-109-05",426,"sample","72-119-02","213",4,"109-05",1,1,"","7",204.25,109,5
"98-57-01",210,"sample","35-69-01","98",3,"57-01",1,1,"","7",250.25,57,1
"28-89-01",28,"sample","25-55-01","28",1,"89-01",1,1,"1st envelope","12",204.25,89,1
"394-10-04",754,"sample","38-34-09","394",4,"10-04",2,1,"","7",204.25,10,4
"106-5-1",769,"sample","67-114-04","6",5,"106-01",4,1,"1st envelope","7",204.25,106,1
"148-83-02",308,"sample","67-114-04","148",3,"83-02",2,NA,"","7",204.25,83,2
"177-64-02",361,"sample","6-87-08","177",4,"64-02",1,1,"1st envelope","8",250.25,64,2
"231-67-03",462,"sample","25-55-01","231",4,"67-03",1,1,"1st envelope","7",204.25,67,3
"306-91-01",596,"sample","7-34-11","306",5,"91-01",2,1,"2nd envelope","7",204.25,91,1
"120-4-5",809,"sample","0056","49",4,"120-05",4,1,"","7",250.25,120,5
"106-34-04",226,"sample","2213","106",3,"34-04",1,1,"","8",250.25,34,4
"220-62-06",440,"sample","10-86-01","220",4,"62-06",2,1,"coarse underfur","7",204.25,62,6
"1-4-3",812,"sample","12-106-02","52",4,"3-Jan",4,1,"","7",204.25,3,NA
"358-56-01",691,"sample","24-66-03","358",6,"56-01",1,1,"1st envelope","7",204.25,56,1
"355-91-03",686,"sample","25-55-01","355",6,"91-03",3,1,"","7",204.25,91,3
"361-41-02",699,"sample","361-41-05","361",6,"41-02",3,1,"","7",250.25,41,2
"323-35-01",625,"sample","2213","323",6,"35-01",1,1,"","7",250.25,35,1
"226-95-02",452,"sample","31-60-03","226",4,"95-02",2,2,"","7",204.25,95,2
"209-103-04",420,"sample","0056","209",4,"103-04",3,1,"1st envelope","7",250.25,103,4
"362-83-01",700,"sample","31-60-03","362",6,"83-01",1,1,"","7",204.25,83,1
"26-1-3",799,"sample","3002","39",1,"26-03",4,1,"1st envelope","7",250.25,26,3
"204-114-01",409,"sample","0056","204",4,"114-01",1,1,"1st envelope","7",250.25,114,1
"18-8-03",18,"sample","17-2-02","18",1,"8-03",1,1,"2nd envelope","11",204.25,8,3
"22-100-07",90,"sample","23-100-05","22",1,"100-07",2,1,"","11",204.25,100,7
"115-74-05",241,"sample","10-86-01","115",3,"74-05",2,1,"","7",204.25,74,5
"26-67-01",26,"sample","25-55-01","26",1,"67-01",1,1,"1st envelope","12",204.25,67,1
"61-22-03",137,"sample","31-60-03","61",2,"22-03",2,1,"1st envelope","7",204.25,22,3
"39-5-4",989,"sample","13-27-05","239",5,"39-04",4,2,"","7",250.25,39,4
"241-71-02",481,"sample","2213","241",5,"71-02",2,1,"","7",250.25,71,2
"227-56-01",453,"sample","35-69-01","227",4,"56-01",2,1,"","7",250.25,56,1
"15-22-02",82,"sample","25-55-01","15",1,"22-02",3,1,"","11",204.25,22,2
"337-86-04",652,"sample","12-106-02","337",6,"86-04",3,1,"","7",204.25,86,4
"372-100-01",717,"sample","25-55-01","372",6,"100-01",1,1,"","7",204.25,100,1
"163-59-03",332,"sample","31-60-03","163",4,"59-03",2,1,"","7",204.25,59,3
"87-77-05",188,"sample","25-55-01","87",2,"77-05",1,1,"","7",204.25,77,5
"289-100-01",567,"sample","7-34-11","289",5,"100-01",1,1,"1st envelope","7",204.25,100,1
"60-16-09",135,"sample","13-27-05","60",2,"16-09",2,1,"1st envelope","7",250.25,16,9
"264-38-01",521,"sample","13-27-05","264",5,"38-01",1,1,"coarse underfur","7",250.25,38,1
"67-5-4",777,"sample","7-34-11","15",5,"67-04",4,1,"2nd envelope","7",204.25,67,4
"10-86-02",75,"sample","10-86-01","10",1,"86-02",3,1,"1st envelope","11",204.25,86,2
"292-107-01",571,"sample","10-86-01","292",5,"107-01",1,1,"","7",204.25,107,1
"366-73-02",706,"sample","19-50-05","366",6,"73-02",2,2,"","19",250.25,73,2
"392-71-01",753,"sample","67-114-04","392",4,"71-01",2,1,"","7",204.25,71,1
"279-104-03",551,"sample","0056","279",5,"104-03",2,1,"","7",250.25,104,3
"218-93-02",434,"sample","67-114-04","218",4,"93-02",2,1,"","7",204.25,93,2
"274-10-02",542,"sample","12-106-02","274",5,"10-02",2,1,"","7",204.25,10,2
"14-16-06",81,"sample","12-106-02","14",1,"16-06",3,1,"2nd envelope","10",204.25,16,6
"29-3-5",1014,"sample","45-29-01","265",3,"29-05",4,2,"","7",204.25,29,5
"182-23-01",372,"sample","25-55-01","182",5,"23-01",3,1,"","7",204.25,23,1
"132-104-03",278,"sample","0056","132",3,"104-03",2,1,"","8",250.25,104,3
"370-102-04",715,"sample","0056","370",6,"102-04",3,1,"","7",250.25,102,4
"235-77-02",469,"sample","235-77-01","235",4,"77-02",2,1,"1st envelope","7",250.25,77,2
"295-73-02",577,"sample","10-86-01","295",5,"73-02",2,1,"","7",204.25,73,2
"150-113-04",311,"sample","0056","150",4,"113-04",3,NA,"","7",250.25,113,4
"147-94-02",306,"sample","67-114-04","147",3,"94-02",1,1,"2nd envelope","7",204.25,94,2
"32-59-03",103,"sample","12-106-02","32",2,"59-03",3,1,"","7",204.25,59,3
"10-2-9",857,"sample","13-27-05","101",2,"9-Oct",4,1,"","7",250.25,9,NA
"113-86-01",236,"sample","12-106-02","113",3,"86-01",1,1,"","7",204.25,86,1
"101-6-5",833,"sample","67-114-04","73",6,"101-05",4,1,"1st envelope","7",204.25,101,5
"130-15-01",273,"sample","13-27-05","130",3,"15-01",3,1,"1st envelope","7",250.25,15,1
"286-33-01",564,"sample","31-60-03","286",3,"33-01",3,1,"1st envelope","7",204.25,33,1
"220-102-01",439,"sample","133-116-01","220",4,"102-01",1,1,"1st envelope","7",204.25,102,1
"275-105-03",544,"sample","171-105-09","275",5,"105-03",2,1,"","7",204.25,105,3
"134-115-01",281,"sample","50-50-01","134",3,"115-01",1,1,"","7",204.25,115,1
"127-17-01",1048,"sample","13-27-05","127",3,"17-01",2,2,"1st envelope","7",250.25,17,1
"53-74-01",53,"sample","10-86-01","53",2,"74-01",1,1,"","12",204.25,74,1
"205-104-02",412,"sample","67-114-04","205",4,"104-02",2,1,"","7",204.25,104,2
"267-75-04",1071,"sample","12-106-02","267",5,"75-04",2,2,"","7",204.25,75,4
"232-91-02",464,"sample","25-55-01","232",4,"91-02",1,1,"91-1 is in this bundle","7",204.25,91,2
"72-119-02",153,"sample","72-119-02","72",2,"119-02",1,1,"","7",204.25,119,2
"90-88-02",195,"sample","25-55-01","90",2,"88-02",3,1,"1st envelope","7",204.25,88,2
"55-49-01",55,"sample","31-60-03","55",2,"49-01",1,1,"","12",204.25,49,1
"33-48-03",33,"sample","31-60-03","33",2,"48-03",1,1,"4th envelope","11",204.25,48,3
"223-73-02",447,"sample","10-86-01","223",4,"73-02",1,1,"","7",204.25,73,2
"229-66-03",459,"sample","25-55-01","229",4,"66-03",2,1,"","7",204.25,66,3
"131-103-04",274,"sample","131-103-04","131",3,"103-04",1,1,"","24",204.25,103,4
"36-57-01",36,"sample","35-69-01","36",2,"57-01",1,1,"","12",250.25,57,1
"281-113-04",555,"sample","0056","281",5,"113-04",1,1,"1st envelope","7",250.25,113,4
"116-62-04",243,"sample","10-86-01","116",3,"62-04",2,1,"","7",204.25,62,4
"285-109-02",561,"sample","72-119-02","285",5,"109-02",1,1,"","7",204.25,109,2
"367-61-02",707,"sample","19-50-05","367",6,"61-02",1,1,"","7",250.25,61,2
"22-67-06",91,"sample","25-55-01","22",2,"67-06",3,1,"2nd envelope","11",204.25,67,6
"51-86-01",51,"sample","10-86-01","51",2,"86-01",1,1,"","10",204.25,86,1
"369-92-02",711,"sample","67-114-04","369",6,"92-02",1,1,"","7",204.25,92,2
"308-78-01",599,"sample","25-55-01","308",5,"78-01",1,1,"","7",204.25,78,1
"350-10-02",676,"sample","13-27-05","350",6,"10-02",2,1,"","7",250.25,10,2
"291-39-03",570,"sample","13-27-05","291",6,"39-03",2,1,"","8",250.25,39,3
"45-5-04",117,"sample","12-106-02","45",5,"5-04",2,1,"1st envelope","7",204.25,5,4
"318-59-03",615,"sample","12-106-02","318",6,"59-03",2,1,"","7",204.25,59,3
"263-49-02",520,"sample","13-27-05","263",5,"49-02",2,1,"maybe not bear?","7",250.25,49,2
"242-46-01",482,"sample","38-34-09","242",5,"46-01",1,1,"1st envelope","7",204.25,46,1
"157-54-01",323,"sample","24-66-03","157",3,"54-01",1,1,"","7",204.25,54,1
"297-82-02",581,"sample","67-114-04","297",5,"82-02",2,1,"1st envelope","7",204.25,82,2
"2-71-01",2,"sample","2213","2",1,"71-01",1,1,"2nd envelope in group","12",250.25,71,1
"296-94-01",1114,"sample","67-114-04","296",5,"94-01",2,3,"","7",204.25,94,1
"80-83-02",173,"sample","67-114-04","80",2,"83-02",1,1,"1st envelope","7",204.25,83,2
"12-62-04",12,"sample","10-86-01","12",1,"62-04",1,1,"","12",204.25,62,4
"179-52-01",365,"sample","47-64-04","179",4,"52-01",1,1,"","7",250.25,52,1
"201-121-02",405,"sample","30-120-03","201",4,"121-02",2,1,"2nd envelope","7",250.25,121,2
"94-71-04",201,"sample","67-114-04","94",3,"71-04",1,1,"","7",204.25,71,4
"106-4-8",897,"sample","133-116-01","143",4,"106-08",4,1,"","7",204.25,106,8
"210-98-01",421,"sample","47-64-04","210",4,"98-01",1,1,"","7",250.25,98,1
"125-5-03",264,"sample","12-106-02","125",3,"5-03",1,1,"","7",204.25,5,3
"154-91-05",316,"sample","7-34-11","154",3,"91-05",1,1,"2nd envelope","7",204.25,91,5
"216-118-02",431,"sample","31-60-03","216",4,"118-02",1,1,"1st envelope","7",204.25,118,2
"139-93-01",291,"sample","30-120-03","139",3,"93-01",1,1,"coarse underfur, 1st envelope","7",250.25,93,1
"169-26-04",345,"sample","3002","169",4,"26-04",3,1,"","7",250.25,26,4
"338-75-01",1117,"sample","12-106-02","338",6,"75-01",2,3,"","7",204.25,75,1
"307-89-01",598,"sample","7-34-11","307",5,"89-01",1,1,"1st envelope","7",204.25,89,1
"311-56-03",604,"sample","25-55-01","311",5,"56-03",2,2,"","7",204.25,56,3
"324-26-02",628,"sample","2213","324",6,"26-02",2,1,"","7",250.25,26,2
"211-99-01",423,"sample","6-87-08","211",4,"99-01",1,1,"2nd envelope","7",250.25,99,1
"284-108-04",559,"sample","6-87-08","284",5,"108-04",1,1,"","7",250.25,108,4
"298-83-02",582,"sample","67-114-04","298",5,"83-02",1,1,"","7",204.25,83,2
"364-96-03",702,"sample","31-60-03","364",6,"96-03",1,1,"1st envelope","7",204.25,96,3
"130-114-01",271,"sample","67-114-04","130",3,"114-01",1,1,"1st envelope","7",204.25,114,1
"375-104-01",723,"sample","0056","375",6,"104-01",1,1,"2nd envelope","7",250.25,104,1
"219-92-02",436,"sample","67-114-04","219",4,"92-02",1,1,"","7",204.25,92,2
"30-91-01",30,"sample","30-91-01","30",1,"91-01",1,1,"1st envelope","24",204.25,91,1
"313-77-03",1116,"sample","25-55-01","313",5,"77-03",3,3,"2nd envelope","7",204.25,77,3
"321-34-04",623,"sample","31-60-03","321",6,"34-04",3,1,"","7",204.25,34,4
"258-29-01",510,"sample","45-29-01","258",5,"29-01",1,1,"","7",204.25,29,1
"288-101-04",566,"sample","67-114-04","288",5,"101-04",1,1,"","7",204.25,101,4
"102-26-03",220,"sample","31-60-03","102",3,"26-03",3,1,"","7",204.25,26,3
"290-93-01",568,"sample","67-114-04","290",5,"93-01",2,3,"","7",204.25,93,1
"143-73-02",298,"sample","10-86-01","143",3,"73-02",2,1,"coarse underfur","7",204.25,73,2
"225-94-03",451,"sample","67-114-04","225",4,"94-03",2,1,"3rd envelope","7",204.25,94,3
"30-120-03",96,"sample","30-120-03","30",6,"120-03",3,1,"uf left","24",250.25,120,3
"271-1-02",534,"sample","12-106-02","271",5,"1-02",1,1,"","7",204.25,1,2
"301-85-01",588,"sample","10-86-01","301",5,"85-01",1,1,"","7",204.25,85,1
"256-87-03",506,"sample","72-119-02","256",5,"87-03",1,1,"","7",204.25,87,3
"368-93-01",710,"sample","67-114-04","368",6,"93-01",3,1,"1st envelope","7",204.25,93,1
"363-84-01",701,"sample","10-86-01","363",6,"84-01",1,1,"","7",204.25,84,1
"152-89-01",312,"sample","25-55-01","152",3,"89-01",1,1,"2nd envelope","7",204.25,89,1
"239-57-01",476,"sample","35-69-01","239",5,"57-01",1,1,"1st envelope","7",250.25,57,1
"293-117-02",574,"sample","10-86-01","293",5,"117-02",1,1,"","7",204.25,117,2
"249-35-01",496,"sample","2213","249",5,"35-01",1,1,"","7",250.25,35,1
"119-4-1",790,"sample","72-119-02","29",4,"119-01",4,1,"","7",204.25,119,1
"100-14-08",217,"sample","2213","100",3,"14-08",2,1,"mostly uf left, 1st envelope","8",250.25,14,8
"238-69-01",475,"sample","35-69-01","238",5,"69-01",1,1,"","7",250.25,69,1
"264-26-17",523,"sample","2213","264",1,"26-17",3,1,"2nd envelope","7",250.25,26,17
"120-18-02",252,"sample","13-27-05","120",3,"18-02",2,1,"small hairs","7",250.25,18,2
"17-2-02",17,"sample","17-2-02","17",1,"2-02",1,1,"1st envelope","24",204.25,2,2
